# Seconds of Week            X-ECEF            Y-ECEF            Z-ECEF        VX        VY        VZ     Pitch      Roll       Yaw      GyroBiasX      GyroBiasY      GyroBiasZ      AcceBiasX      AcceBiasY      AcceBiasZ         
#             (s)               (m)               (m)               (m)     (m/s)     (m/s)     (m/s)     (deg)     (deg)     (deg)        (deg/h)        (deg/h)        (deg/h)           (mg)           (mg)           (mg)
     358910.902500      -2267503.858       5008769.022       3222059.368    -2.296    -2.664     2.547    0.4826    1.4545   50.9474         0.8610        -4.6202         1.8937        -0.1818         2.8380         1.5410
     358911.002500      -2267504.072       5008768.709       3222059.622    -2.316    -2.690     2.536    0.4760    1.4896   50.8909         0.9105        -4.5995         1.8646        -0.1880         2.8395         1.5418
     358911.102500      -2267504.306       5008768.440       3222059.874    -2.329    -2.704     2.529    0.3797    1.5166   50.8514         0.9105        -4.6033         1.8639        -0.1880         2.8399         1.5418
     358911.202500      -2267504.540       5008768.170       3222060.124    -2.323    -2.706     2.531    0.2455    1.5432   50.8345         0.9119        -4.6085         1.8639        -0.1882         2.8402         1.5418
     358911.302500      -2267504.774       5008767.899       3222060.374    -2.309    -2.704     2.535    0.1265    1.5639   50.8448         0.9135        -4.6127         1.8636        -0.1884         2.8405         1.5418
     358911.402500      -2267505.005       5008767.630       3222060.628    -2.297    -2.698     2.550    0.0032    1.4745   50.8761         0.9137        -4.6152         1.8631        -0.1884         2.8408         1.5418
     358911.502500      -2267505.236       5008767.362       3222060.881    -2.309    -2.679     2.551   -0.2001    1.3696   50.9316         0.9144        -4.6191         1.8639        -0.1885         2.8410         1.5418
     358911.602500      -2267505.475       5008767.091       3222061.113    -2.295    -2.672     2.499   -0.3823    1.3126   50.9820         0.9228        -4.6408         1.8676        -0.1897         2.8419         1.5422
     358911.702500      -2267505.704       5008766.824       3222061.358    -2.275    -2.671     2.438   -0.3981    1.2749   51.0408         0.9238        -4.6429         1.8680        -0.1898         2.8420         1.5422
     358911.802500      -2267505.932       5008766.558       3222061.599    -2.264    -2.664     2.413   -0.3359    1.3030   51.1355         0.9245        -4.6455         1.8677        -0.1898         2.8422         1.5422
     358911.902500      -2267506.159       5008766.293       3222061.839    -2.256    -2.651     2.412   -0.2924    1.2662   51.2235         0.9248        -4.6483         1.8677        -0.1899         2.8425         1.5422
     358912.002500      -2267506.384       5008766.029       3222062.080    -2.253    -2.636     2.399   -0.2937    1.2426   51.3056         0.9248        -4.6484         1.8677        -0.1899         2.8425         1.5422
     358912.102500      -2267506.608       5008765.765       3222062.320    -2.238    -2.625     2.386   -0.2519    1.1721   51.3962         0.9242        -4.6471         1.8681        -0.1898         2.8423         1.5422
     358912.202500      -2267506.835       5008765.503       3222062.552    -2.245    -2.614     2.362   -0.1936    1.1582   51.5099         0.9266        -4.6528         1.8684        -0.1901         2.8427         1.5422
     358912.302500      -2267507.059       5008765.242       3222062.790    -2.251    -2.609     2.365   -0.1767    1.1122   51.6329         0.9261        -4.6511         1.8682        -0.1900         2.8426         1.5422
     358912.402500      -2267507.286       5008764.982       3222063.025    -2.276    -2.593     2.345   -0.2328    1.0797   51.7555         0.9261        -4.6515         1.8682        -0.1900         2.8426         1.5422
     358912.502500      -2267507.515       5008764.724       3222063.257    -2.258    -2.586     2.340   -0.3200    1.0653   51.8988         0.9277        -4.6559         1.8680        -0.1902         2.8430         1.5422
     358912.602500      -2267507.745       5008764.468       3222063.484    -2.259    -2.575     2.310   -0.3975    1.0158   52.0667         0.9297        -4.6672         1.8679        -0.1904         2.8442         1.5421
     358912.702500      -2267507.972       5008764.211       3222063.713    -2.256    -2.558     2.290   -0.4480    0.9883   52.2442         0.9300        -4.6677         1.8679        -0.1904         2.8443         1.5421
     358912.802500      -2267508.198       5008763.956       3222063.938    -2.254    -2.542     2.273   -0.4887    0.8764   52.4270         0.9307        -4.6721         1.8697        -0.1905         2.8445         1.5421
     358912.902500      -2267508.422       5008763.702       3222064.167    -2.253    -2.528     2.246   -0.5354    0.8280   52.6335         0.9300        -4.6677         1.8694        -0.1904         2.8442         1.5421
     358913.002500      -2267508.652       5008763.449       3222064.381    -2.256    -2.518     2.207   -0.5644    0.7611   52.8688         0.9357        -4.6784         1.8703        -0.1911         2.8450         1.5421
     358913.102500      -2267508.878       5008763.198       3222064.599    -2.261    -2.501     2.166   -0.5840    0.7445   53.1232         0.9360        -4.6780         1.8704        -0.1912         2.8449         1.5422
     358913.202500      -2267509.105       5008762.948       3222064.812    -2.261    -2.483     2.122   -0.5668    0.7485   53.3727         0.9375        -4.6795         1.8708        -0.1913         2.8450         1.5422
     358913.302500      -2267509.333       5008762.701       3222065.019    -2.256    -2.459     2.095   -0.5522    0.7640   53.6274         0.9393        -4.6839         1.8718        -0.1916         2.8452         1.5422
     358913.402500      -2267509.560       5008762.458       3222065.229    -2.235    -2.432     2.080   -0.5451    0.7433   53.9078         0.9423        -4.6872         1.8699        -0.1918         2.8458         1.5421
     358913.502500      -2267509.789       5008762.216       3222065.425    -2.235    -2.398     2.048   -0.5340    0.6747   54.1922         0.9459        -4.6998         1.8730        -0.1922         2.8468         1.5421
     358913.602500      -2267510.008       5008761.977       3222065.633    -2.233    -2.370     2.008   -0.5350    0.6627   54.4775         0.9412        -4.6915         1.8733        -0.1918         2.8460         1.5422
     358913.702500      -2267510.228       5008761.739       3222065.832    -2.219    -2.344     1.960   -0.5346    0.6272   54.7636         0.9412        -4.6848         1.8737        -0.1918         2.8451         1.5423
     358913.802500      -2267510.450       5008761.506       3222066.026    -2.220    -2.317     1.913   -0.5294    0.6461   55.0571         0.9411        -4.6844         1.8737        -0.1918         2.8451         1.5423
     358913.902500      -2267510.669       5008761.274       3222066.213    -2.204    -2.297     1.886   -0.5499    0.6479   55.3542         0.9386        -4.6828         1.8791        -0.1916         2.8447         1.5425
     358914.002500      -2267510.890       5008761.045       3222066.400    -2.203    -2.269     1.851   -0.5906    0.6319   55.6649         0.9396        -4.6839         1.8790        -0.1917         2.8448         1.5425
     358914.102500      -2267511.111       5008760.820       3222066.579    -2.188    -2.229     1.818   -0.6314    0.6275   55.9987         0.9399        -4.6859         1.8806        -0.1918         2.8448         1.5425
     358914.202500      -2267511.328       5008760.598       3222066.760    -2.185    -2.194     1.782   -0.6524    0.5984   56.3631         0.9399        -4.6843         1.8806        -0.1918         2.8446         1.5426
     358914.302500      -2267511.547       5008760.378       3222066.932    -2.197    -2.169     1.729   -0.6950    0.6322   56.7540         0.9370        -4.6828         1.8832        -0.1915         2.8442         1.5427
     358914.402500      -2267511.768       5008760.163       3222067.099    -2.192    -2.148     1.686   -0.7444    0.6534   57.1741         0.9367        -4.6864         1.8842        -0.1915         2.8445         1.5427
     358914.502500      -2267511.988       5008759.946       3222067.259    -2.187    -2.128     1.650   -0.7686    0.6577   57.6429         0.9389        -4.6900         1.8868        -0.1918         2.8444         1.5429
     358914.602500      -2267512.208       5008759.733       3222067.420    -2.190    -2.120     1.618   -0.7778    0.6714   58.1535         0.9397        -4.6916         1.8876        -0.1919         2.8445         1.5429
     358914.702500      -2267512.435       5008759.520       3222067.565    -2.207    -2.108     1.574   -0.7748    0.6175   58.6794         0.9463        -4.7066         1.8927        -0.1927         2.8454         1.5431
     358914.802500      -2267512.654       5008759.312       3222067.723    -2.227    -2.094     1.540   -0.7003    0.5227   59.2476         0.9462        -4.7065         1.8924        -0.1927         2.8454         1.5430
     358914.902500      -2267512.885       5008759.106       3222067.864    -2.266    -2.079     1.505   -0.7417    0.6221   59.8467         0.9470        -4.7198         1.8968        -0.1928         2.8465         1.5430
     358915.002500      -2267513.028       5008758.974       3222067.941    -2.269    -2.030     1.444   -0.8057    0.6316   60.4480         0.6857        -4.7505         1.8958        -0.1630         2.8494         1.5431
     358915.102500      -2267513.260       5008758.773       3222068.074    -2.281    -2.018     1.399   -0.8683    0.7517   61.0557         0.6850        -4.7607         1.8968        -0.1630         2.8504         1.5431
     358915.202500      -2267513.489       5008758.571       3222068.209    -2.272    -2.003     1.371   -0.8844    0.8023   61.6499         0.6854        -4.7657         1.8971        -0.1630         2.8508         1.5431
